	-1.491334	-0.551093
	-1.484066	-0.535577
	-1.476660	-0.520855
	-1.469423	-0.506106
	-1.462102	-0.493331
	-1.454785	-0.480308
	-1.447525	-0.465015
	-1.440215	-0.449170
	-1.432945	-0.435641
	-1.425672	-0.424028
	-1.418467	-0.412811
	-1.411067	-0.402779
	-1.403749	-0.392974
	-1.396470	-0.383720
	-1.389086	-0.374912
	-1.381912	-0.366947
	-1.374570	-0.359907
	-1.367388	-0.353699
	-1.359881	-0.347962
	-1.352690	-0.342468
	-1.345390	-0.336914
	-1.338089	-0.331073
	-1.330890	-0.325666
	-1.323559	-0.320893
	-1.316321	-0.316511
	-1.309100	-0.312357
	-1.301806	-0.308463
	-1.294505	-0.304425
	-1.287134	-0.300645
	-1.279937	-0.297239
	-1.272690	-0.294935
	-1.265385	-0.290967
	-1.258111	-0.288649
	-1.250826	-0.285423
	-1.243547	-0.283747
	-1.236203	-0.280942
	-1.228959	-0.278511
	-1.221793	-0.276133
	-1.214528	-0.273992
	-1.207129	-0.271884
	-1.199875	-0.270047
	-1.192586	-0.268592
	-1.185310	-0.266912
	-1.178014	-0.264611
	-1.170684	-0.262254
	-1.163432	-0.260440
	-1.156208	-0.258884
	-1.148962	-0.257343
	-1.141575	-0.255865
	-1.134302	-0.254187
	-1.126988	-0.252652
	-1.119659	-0.251020
	-1.112383	-0.249119
	-1.105114	-0.247254
	-1.097872	-0.245495
	-1.090401	-0.243811
	-1.083166	-0.242350
	-1.075860	-0.240951
	-1.068575	-0.239438
	-1.061314	-0.238092
	-1.053993	-0.236919
	-1.046819	-0.235698
	-1.039584	-0.234429
	-1.032391	-0.233285
	-1.025006	-0.232278
	-1.017717	-0.231363
	-1.010445	-0.230268
	-1.003178	-0.229167
	-0.995235	-0.228093
	-0.982166	-0.227143
	-0.974753	-0.225786
	-0.967397	-0.224814
	-0.960109	-0.223746
	-0.952844	-0.222858
	-0.945597	-0.221923
	-0.938068	-0.221164
	-0.930723	-0.220358
	-0.923377	-0.219580
	-0.916063	-0.218788
	-0.908694	-0.217969
	-0.901317	-0.217036
	-0.893999	-0.216201
	-0.886711	-0.215504
	-0.879387	-0.214735
	-0.871922	-0.213890
	-0.864604	-0.213134
	-0.857242	-0.212338
	-0.849897	-0.211599
	-0.842577	-0.210922
	-0.835232	-0.210247
	-0.827918	-0.209535
	-0.820442	-0.208856
	-0.813096	-0.208225
	-0.805727	-0.207533
	-0.798481	-0.206988
	-0.791139	-0.206528
	-0.783817	-0.205729
	-0.776499	-0.204902
	-0.769201	-0.204188
	-0.761936	-0.203370
	-0.754474	-0.202904
	-0.747204	-0.202346
	-0.739904	-0.201761
	-0.732628	-0.201184
	-0.725303	-0.200640
	-0.717896	-0.200127
	-0.710601	-0.199590
	-0.703156	-0.199005
	-0.695901	-0.198280
	-0.688677	-0.197527
	-0.681345	-0.196800
	-0.673977	-0.196149
	-0.666548	-0.195560
	-0.659246	-0.195122
	-0.651844	-0.194643
	-0.644536	-0.194043
	-0.637166	-0.193491
	-0.629832	-0.192934
	-0.622554	-0.192370
	-0.615219	-0.191836
	-0.607927	-0.191239
	-0.600459	-0.190619
	-0.593122	-0.190015
	-0.585707	-0.189508
	-0.578381	-0.189071
	-0.571089	-0.188674
	-0.563766	-0.188236
	-0.556324	-0.187772
	-0.548944	-0.187482
	-0.541624	-0.187073
	-0.534305	-0.186667
	-0.526976	-0.186203
	-0.519605	-0.185587
	-0.512330	-0.185231
	-0.505034	-0.184603
	-0.497767	-0.184171
	-0.490399	-0.183393
	-0.483015	-0.183133
	-0.475687	-0.182500
	-0.468378	-0.182131
	-0.461045	-0.181582
	-0.453642	-0.181042
	-0.446390	-0.180472
	-0.438996	-0.179730
	-0.431680	-0.179464
	-0.424353	-0.178610
