	-1.493505	-0.022438
	-1.486886	-0.024021
	-1.479142	-0.023687
	-1.471423	-0.023365
	-1.463753	-0.023068
	-1.456042	-0.022757
	-1.448396	-0.022443
	-1.440698	-0.022140
	-1.432992	-0.021882
	-1.425324	-0.021641
	-1.417720	-0.021405
	-1.409826	-0.021194
	-1.402244	-0.021003
	-1.394559	-0.020812
	-1.386845	-0.020601
	-1.379180	-0.020395
	-1.371561	-0.020246
	-1.363863	-0.020101
	-1.355977	-0.019943
	-1.348393	-0.019764
	-1.340627	-0.019565
	-1.333036	-0.019379
	-1.325385	-0.019219
	-1.317725	-0.019065
	-1.310136	-0.018917
	-1.302478	-0.018766
	-1.294748	-0.018619
	-1.287011	-0.018495
	-1.279363	-0.018371
	-1.271713	-0.018282
	-1.264076	-0.018151
	-1.256359	-0.018053
	-1.248672	-0.017960
	-1.240998	-0.017864
	-1.233307	-0.017764
	-1.225813	-0.017665
	-1.218168	-0.017570
	-1.210421	-0.017487
	-1.202616	-0.017398
	-1.194958	-0.017309
	-1.187290	-0.017214
	-1.179628	-0.017128
	-1.171951	-0.017036
	-1.164254	-0.016984
	-1.156638	-0.016867
	-1.149001	-0.016843
	-1.141205	-0.016682
	-1.133503	-0.016620
	-1.125757	-0.016492
	-1.118130	-0.016447
	-1.110426	-0.016390
	-1.102827	-0.016303
	-1.095146	-0.016231
	-1.087316	-0.016148
	-1.079682	-0.016099
	-1.071951	-0.016023
	-1.064318	-0.015946
	-1.056631	-0.015867
	-1.048990	-0.015789
	-1.041391	-0.015707
	-1.033720	-0.015647
	-1.025984	-0.015571
	-1.018258	-0.015492
	-1.010619	-0.015440
	-1.002961	-0.015355
	-0.994610	-0.015287
	-0.981215	-0.015211
	-0.973785	-0.015089
	-0.966201	-0.015032
	-0.958649	-0.014962
	-0.950997	-0.014899
	-0.943379	-0.014849
	-0.935555	-0.014796
	-0.927895	-0.014741
	-0.920202	-0.014690
	-0.912539	-0.014631
	-0.904764	-0.014573
	-0.897133	-0.014530
	-0.889456	-0.014479
	-0.881799	-0.014426
	-0.874034	-0.014367
	-0.866344	-0.014316
	-0.858649	-0.014260
	-0.850974	-0.014210
	-0.843283	-0.014153
	-0.835671	-0.014094
	-0.827986	-0.014033
	-0.820161	-0.013979
	-0.812486	-0.013916
	-0.804781	-0.013863
	-0.797151	-0.013812
	-0.789458	-0.013765
	-0.781882	-0.013712
	-0.774205	-0.013664
	-0.766622	-0.013619
	-0.758930	-0.013574
	-0.751181	-0.013531
	-0.743519	-0.013490
	-0.735881	-0.013450
	-0.727871	-0.013408
	-0.720098	-0.013367
	-0.712488	-0.013332
	-0.704742	-0.013287
	-0.697152	-0.013242
	-0.689580	-0.013197
	-0.681939	-0.013154
	-0.674223	-0.013108
	-0.666436	-0.013051
	-0.658865	-0.012990
	-0.651121	-0.012940
	-0.643474	-0.012879
	-0.635748	-0.012824
	-0.628111	-0.012751
	-0.620429	-0.012701
	-0.612816	-0.012650
	-0.604955	-0.012603
	-0.597307	-0.012537
	-0.589653	-0.012480
	-0.581915	-0.012419
	-0.574230	-0.012366
	-0.566606	-0.012311
	-0.558909	-0.012261
	-0.551093	-0.012203
	-0.543456	-0.012146
	-0.535755	-0.012094
	-0.528113	-0.012039
	-0.520451	-0.011988
	-0.512815	-0.011935
	-0.505177	-0.011886
	-0.497617	-0.011836
	-0.489830	-0.011780
	-0.482123	-0.011726
	-0.474508	-0.011667
	-0.466851	-0.011609
	-0.459194	-0.011558
	-0.451468	-0.011506
	-0.443804	-0.011454
	-0.436043	-0.011400
	-0.428471	-0.011347
	-0.420914	-0.011290
	-0.413303	-0.011238
	-0.405568	-0.011177
	-0.397764	-0.011120
	-0.390143	-0.011063
	-0.382449	-0.010999
